evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/15/2026 8:00:00 PM,7/15/2026 4:00:00 PM,7/15/2026 9:00:00 PM,7/15/2026 5:00:00 PM,RECO/MIDATL,401
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/15/2026 9:00:00 PM,7/15/2026 5:00:00 PM,7/15/2026 10:00:00 PM,7/15/2026 6:00:00 PM,RECO/MIDATL,399
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/15/2026 10:00:00 PM,7/15/2026 6:00:00 PM,7/15/2026 11:00:00 PM,7/15/2026 7:00:00 PM,RECO/MIDATL,380
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/15/2026 11:00:00 PM,7/15/2026 7:00:00 PM,7/16/2026 12:00:00 AM,7/15/2026 8:00:00 PM,RECO/MIDATL,356
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/16/2026 12:00:00 AM,7/15/2026 8:00:00 PM,7/16/2026 1:00:00 AM,7/15/2026 9:00:00 PM,RECO/MIDATL,331
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/16/2026 1:00:00 AM,7/15/2026 9:00:00 PM,7/16/2026 2:00:00 AM,7/15/2026 10:00:00 PM,RECO/MIDATL,307
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/16/2026 2:00:00 AM,7/15/2026 10:00:00 PM,7/16/2026 3:00:00 AM,7/15/2026 11:00:00 PM,RECO/MIDATL,279
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/16/2026 3:00:00 AM,7/15/2026 11:00:00 PM,7/16/2026 4:00:00 AM,7/16/2026 12:00:00 AM,RECO/MIDATL,253
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 4:00:00 AM,7/9/2026 12:00:00 AM,7/9/2026 5:00:00 AM,7/9/2026 1:00:00 AM,RTO_COMBINED,104260
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 5:00:00 AM,7/9/2026 1:00:00 AM,7/9/2026 6:00:00 AM,7/9/2026 2:00:00 AM,RTO_COMBINED,98835
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 6:00:00 AM,7/9/2026 2:00:00 AM,7/9/2026 7:00:00 AM,7/9/2026 3:00:00 AM,RTO_COMBINED,94817
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 7:00:00 AM,7/9/2026 3:00:00 AM,7/9/2026 8:00:00 AM,7/9/2026 4:00:00 AM,RTO_COMBINED,92447
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 8:00:00 AM,7/9/2026 4:00:00 AM,7/9/2026 9:00:00 AM,7/9/2026 5:00:00 AM,RTO_COMBINED,92237
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 9:00:00 AM,7/9/2026 5:00:00 AM,7/9/2026 10:00:00 AM,7/9/2026 6:00:00 AM,RTO_COMBINED,94380
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 10:00:00 AM,7/9/2026 6:00:00 AM,7/9/2026 11:00:00 AM,7/9/2026 7:00:00 AM,RTO_COMBINED,98285
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 11:00:00 AM,7/9/2026 7:00:00 AM,7/9/2026 12:00:00 PM,7/9/2026 8:00:00 AM,RTO_COMBINED,103539
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 12:00:00 PM,7/9/2026 8:00:00 AM,7/9/2026 1:00:00 PM,7/9/2026 9:00:00 AM,RTO_COMBINED,107776
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 1:00:00 PM,7/9/2026 9:00:00 AM,7/9/2026 2:00:00 PM,7/9/2026 10:00:00 AM,RTO_COMBINED,112580
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 2:00:00 PM,7/9/2026 10:00:00 AM,7/9/2026 3:00:00 PM,7/9/2026 11:00:00 AM,RTO_COMBINED,117082
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 3:00:00 PM,7/9/2026 11:00:00 AM,7/9/2026 4:00:00 PM,7/9/2026 12:00:00 PM,RTO_COMBINED,122040
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 4:00:00 PM,7/9/2026 12:00:00 PM,7/9/2026 5:00:00 PM,7/9/2026 1:00:00 PM,RTO_COMBINED,127042
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 5:00:00 PM,7/9/2026 1:00:00 PM,7/9/2026 6:00:00 PM,7/9/2026 2:00:00 PM,RTO_COMBINED,131105
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 6:00:00 PM,7/9/2026 2:00:00 PM,7/9/2026 7:00:00 PM,7/9/2026 3:00:00 PM,RTO_COMBINED,134034
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 7:00:00 PM,7/9/2026 3:00:00 PM,7/9/2026 8:00:00 PM,7/9/2026 4:00:00 PM,RTO_COMBINED,136256
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 8:00:00 PM,7/9/2026 4:00:00 PM,7/9/2026 9:00:00 PM,7/9/2026 5:00:00 PM,RTO_COMBINED,137721
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 9:00:00 PM,7/9/2026 5:00:00 PM,7/9/2026 10:00:00 PM,7/9/2026 6:00:00 PM,RTO_COMBINED,138456
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 10:00:00 PM,7/9/2026 6:00:00 PM,7/9/2026 11:00:00 PM,7/9/2026 7:00:00 PM,RTO_COMBINED,136900
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/9/2026 11:00:00 PM,7/9/2026 7:00:00 PM,7/10/2026 12:00:00 AM,7/9/2026 8:00:00 PM,RTO_COMBINED,133712
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 12:00:00 AM,7/9/2026 8:00:00 PM,7/10/2026 1:00:00 AM,7/9/2026 9:00:00 PM,RTO_COMBINED,129708
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 1:00:00 AM,7/9/2026 9:00:00 PM,7/10/2026 2:00:00 AM,7/9/2026 10:00:00 PM,RTO_COMBINED,125003
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 2:00:00 AM,7/9/2026 10:00:00 PM,7/10/2026 3:00:00 AM,7/9/2026 11:00:00 PM,RTO_COMBINED,117891
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 3:00:00 AM,7/9/2026 11:00:00 PM,7/10/2026 4:00:00 AM,7/10/2026 12:00:00 AM,RTO_COMBINED,109905
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 4:00:00 AM,7/10/2026 12:00:00 AM,7/10/2026 5:00:00 AM,7/10/2026 1:00:00 AM,RTO_COMBINED,103692
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 5:00:00 AM,7/10/2026 1:00:00 AM,7/10/2026 6:00:00 AM,7/10/2026 2:00:00 AM,RTO_COMBINED,98400
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 6:00:00 AM,7/10/2026 2:00:00 AM,7/10/2026 7:00:00 AM,7/10/2026 3:00:00 AM,RTO_COMBINED,94583
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 7:00:00 AM,7/10/2026 3:00:00 AM,7/10/2026 8:00:00 AM,7/10/2026 4:00:00 AM,RTO_COMBINED,92016
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 8:00:00 AM,7/10/2026 4:00:00 AM,7/10/2026 9:00:00 AM,7/10/2026 5:00:00 AM,RTO_COMBINED,91440
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 9:00:00 AM,7/10/2026 5:00:00 AM,7/10/2026 10:00:00 AM,7/10/2026 6:00:00 AM,RTO_COMBINED,93123
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 10:00:00 AM,7/10/2026 6:00:00 AM,7/10/2026 11:00:00 AM,7/10/2026 7:00:00 AM,RTO_COMBINED,96623
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 11:00:00 AM,7/10/2026 7:00:00 AM,7/10/2026 12:00:00 PM,7/10/2026 8:00:00 AM,RTO_COMBINED,101408
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 12:00:00 PM,7/10/2026 8:00:00 AM,7/10/2026 1:00:00 PM,7/10/2026 9:00:00 AM,RTO_COMBINED,106487
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 1:00:00 PM,7/10/2026 9:00:00 AM,7/10/2026 2:00:00 PM,7/10/2026 10:00:00 AM,RTO_COMBINED,111655
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 2:00:00 PM,7/10/2026 10:00:00 AM,7/10/2026 3:00:00 PM,7/10/2026 11:00:00 AM,RTO_COMBINED,117175
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 3:00:00 PM,7/10/2026 11:00:00 AM,7/10/2026 4:00:00 PM,7/10/2026 12:00:00 PM,RTO_COMBINED,122551
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 4:00:00 PM,7/10/2026 12:00:00 PM,7/10/2026 5:00:00 PM,7/10/2026 1:00:00 PM,RTO_COMBINED,127445
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 5:00:00 PM,7/10/2026 1:00:00 PM,7/10/2026 6:00:00 PM,7/10/2026 2:00:00 PM,RTO_COMBINED,131483
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 6:00:00 PM,7/10/2026 2:00:00 PM,7/10/2026 7:00:00 PM,7/10/2026 3:00:00 PM,RTO_COMBINED,134227
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 7:00:00 PM,7/10/2026 3:00:00 PM,7/10/2026 8:00:00 PM,7/10/2026 4:00:00 PM,RTO_COMBINED,135756
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 8:00:00 PM,7/10/2026 4:00:00 PM,7/10/2026 9:00:00 PM,7/10/2026 5:00:00 PM,RTO_COMBINED,136792
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 9:00:00 PM,7/10/2026 5:00:00 PM,7/10/2026 10:00:00 PM,7/10/2026 6:00:00 PM,RTO_COMBINED,136703
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 10:00:00 PM,7/10/2026 6:00:00 PM,7/10/2026 11:00:00 PM,7/10/2026 7:00:00 PM,RTO_COMBINED,134103
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/10/2026 11:00:00 PM,7/10/2026 7:00:00 PM,7/11/2026 12:00:00 AM,7/10/2026 8:00:00 PM,RTO_COMBINED,130150
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 12:00:00 AM,7/10/2026 8:00:00 PM,7/11/2026 1:00:00 AM,7/10/2026 9:00:00 PM,RTO_COMBINED,125386
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 1:00:00 AM,7/10/2026 9:00:00 PM,7/11/2026 2:00:00 AM,7/10/2026 10:00:00 PM,RTO_COMBINED,120984
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 2:00:00 AM,7/10/2026 10:00:00 PM,7/11/2026 3:00:00 AM,7/10/2026 11:00:00 PM,RTO_COMBINED,114428
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 3:00:00 AM,7/10/2026 11:00:00 PM,7/11/2026 4:00:00 AM,7/11/2026 12:00:00 AM,RTO_COMBINED,106953
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 4:00:00 AM,7/11/2026 12:00:00 AM,7/11/2026 5:00:00 AM,7/11/2026 1:00:00 AM,RTO_COMBINED,101309
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 5:00:00 AM,7/11/2026 1:00:00 AM,7/11/2026 6:00:00 AM,7/11/2026 2:00:00 AM,RTO_COMBINED,95893
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 6:00:00 AM,7/11/2026 2:00:00 AM,7/11/2026 7:00:00 AM,7/11/2026 3:00:00 AM,RTO_COMBINED,91947
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 7:00:00 AM,7/11/2026 3:00:00 AM,7/11/2026 8:00:00 AM,7/11/2026 4:00:00 AM,RTO_COMBINED,89069
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 8:00:00 AM,7/11/2026 4:00:00 AM,7/11/2026 9:00:00 AM,7/11/2026 5:00:00 AM,RTO_COMBINED,87306
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 9:00:00 AM,7/11/2026 5:00:00 AM,7/11/2026 10:00:00 AM,7/11/2026 6:00:00 AM,RTO_COMBINED,86870
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 10:00:00 AM,7/11/2026 6:00:00 AM,7/11/2026 11:00:00 AM,7/11/2026 7:00:00 AM,RTO_COMBINED,87118
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 11:00:00 AM,7/11/2026 7:00:00 AM,7/11/2026 12:00:00 PM,7/11/2026 8:00:00 AM,RTO_COMBINED,89665
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 12:00:00 PM,7/11/2026 8:00:00 AM,7/11/2026 1:00:00 PM,7/11/2026 9:00:00 AM,RTO_COMBINED,94699
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 1:00:00 PM,7/11/2026 9:00:00 AM,7/11/2026 2:00:00 PM,7/11/2026 10:00:00 AM,RTO_COMBINED,100524
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 2:00:00 PM,7/11/2026 10:00:00 AM,7/11/2026 3:00:00 PM,7/11/2026 11:00:00 AM,RTO_COMBINED,106085
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 3:00:00 PM,7/11/2026 11:00:00 AM,7/11/2026 4:00:00 PM,7/11/2026 12:00:00 PM,RTO_COMBINED,111257
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 4:00:00 PM,7/11/2026 12:00:00 PM,7/11/2026 5:00:00 PM,7/11/2026 1:00:00 PM,RTO_COMBINED,115581
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 5:00:00 PM,7/11/2026 1:00:00 PM,7/11/2026 6:00:00 PM,7/11/2026 2:00:00 PM,RTO_COMBINED,118878
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 6:00:00 PM,7/11/2026 2:00:00 PM,7/11/2026 7:00:00 PM,7/11/2026 3:00:00 PM,RTO_COMBINED,121362
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 7:00:00 PM,7/11/2026 3:00:00 PM,7/11/2026 8:00:00 PM,7/11/2026 4:00:00 PM,RTO_COMBINED,123381
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 8:00:00 PM,7/11/2026 4:00:00 PM,7/11/2026 9:00:00 PM,7/11/2026 5:00:00 PM,RTO_COMBINED,125283
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 9:00:00 PM,7/11/2026 5:00:00 PM,7/11/2026 10:00:00 PM,7/11/2026 6:00:00 PM,RTO_COMBINED,125824
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 10:00:00 PM,7/11/2026 6:00:00 PM,7/11/2026 11:00:00 PM,7/11/2026 7:00:00 PM,RTO_COMBINED,124240
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/11/2026 11:00:00 PM,7/11/2026 7:00:00 PM,7/12/2026 12:00:00 AM,7/11/2026 8:00:00 PM,RTO_COMBINED,121186
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 12:00:00 AM,7/11/2026 8:00:00 PM,7/12/2026 1:00:00 AM,7/11/2026 9:00:00 PM,RTO_COMBINED,117357
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 1:00:00 AM,7/11/2026 9:00:00 PM,7/12/2026 2:00:00 AM,7/11/2026 10:00:00 PM,RTO_COMBINED,113724
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 2:00:00 AM,7/11/2026 10:00:00 PM,7/12/2026 3:00:00 AM,7/11/2026 11:00:00 PM,RTO_COMBINED,108182
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 3:00:00 AM,7/11/2026 11:00:00 PM,7/12/2026 4:00:00 AM,7/12/2026 12:00:00 AM,RTO_COMBINED,101557
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 4:00:00 AM,7/12/2026 12:00:00 AM,7/12/2026 5:00:00 AM,7/12/2026 1:00:00 AM,RTO_COMBINED,94352
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 5:00:00 AM,7/12/2026 1:00:00 AM,7/12/2026 6:00:00 AM,7/12/2026 2:00:00 AM,RTO_COMBINED,89554
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 6:00:00 AM,7/12/2026 2:00:00 AM,7/12/2026 7:00:00 AM,7/12/2026 3:00:00 AM,RTO_COMBINED,85871
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 7:00:00 AM,7/12/2026 3:00:00 AM,7/12/2026 8:00:00 AM,7/12/2026 4:00:00 AM,RTO_COMBINED,83144
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 8:00:00 AM,7/12/2026 4:00:00 AM,7/12/2026 9:00:00 AM,7/12/2026 5:00:00 AM,RTO_COMBINED,81573
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 9:00:00 AM,7/12/2026 5:00:00 AM,7/12/2026 10:00:00 AM,7/12/2026 6:00:00 AM,RTO_COMBINED,80828
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 10:00:00 AM,7/12/2026 6:00:00 AM,7/12/2026 11:00:00 AM,7/12/2026 7:00:00 AM,RTO_COMBINED,80634
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 11:00:00 AM,7/12/2026 7:00:00 AM,7/12/2026 12:00:00 PM,7/12/2026 8:00:00 AM,RTO_COMBINED,82761
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 12:00:00 PM,7/12/2026 8:00:00 AM,7/12/2026 1:00:00 PM,7/12/2026 9:00:00 AM,RTO_COMBINED,87496
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 1:00:00 PM,7/12/2026 9:00:00 AM,7/12/2026 2:00:00 PM,7/12/2026 10:00:00 AM,RTO_COMBINED,93187
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 2:00:00 PM,7/12/2026 10:00:00 AM,7/12/2026 3:00:00 PM,7/12/2026 11:00:00 AM,RTO_COMBINED,98965
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 3:00:00 PM,7/12/2026 11:00:00 AM,7/12/2026 4:00:00 PM,7/12/2026 12:00:00 PM,RTO_COMBINED,104738
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 4:00:00 PM,7/12/2026 12:00:00 PM,7/12/2026 5:00:00 PM,7/12/2026 1:00:00 PM,RTO_COMBINED,110000
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 5:00:00 PM,7/12/2026 1:00:00 PM,7/12/2026 6:00:00 PM,7/12/2026 2:00:00 PM,RTO_COMBINED,114537
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 6:00:00 PM,7/12/2026 2:00:00 PM,7/12/2026 7:00:00 PM,7/12/2026 3:00:00 PM,RTO_COMBINED,118303
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 7:00:00 PM,7/12/2026 3:00:00 PM,7/12/2026 8:00:00 PM,7/12/2026 4:00:00 PM,RTO_COMBINED,121811
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 8:00:00 PM,7/12/2026 4:00:00 PM,7/12/2026 9:00:00 PM,7/12/2026 5:00:00 PM,RTO_COMBINED,124836
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 9:00:00 PM,7/12/2026 5:00:00 PM,7/12/2026 10:00:00 PM,7/12/2026 6:00:00 PM,RTO_COMBINED,126650
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 10:00:00 PM,7/12/2026 6:00:00 PM,7/12/2026 11:00:00 PM,7/12/2026 7:00:00 PM,RTO_COMBINED,125838
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/12/2026 11:00:00 PM,7/12/2026 7:00:00 PM,7/13/2026 12:00:00 AM,7/12/2026 8:00:00 PM,RTO_COMBINED,123264
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 12:00:00 AM,7/12/2026 8:00:00 PM,7/13/2026 1:00:00 AM,7/12/2026 9:00:00 PM,RTO_COMBINED,119599
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 1:00:00 AM,7/12/2026 9:00:00 PM,7/13/2026 2:00:00 AM,7/12/2026 10:00:00 PM,RTO_COMBINED,115566
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 2:00:00 AM,7/12/2026 10:00:00 PM,7/13/2026 3:00:00 AM,7/12/2026 11:00:00 PM,RTO_COMBINED,109128
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 3:00:00 AM,7/12/2026 11:00:00 PM,7/13/2026 4:00:00 AM,7/13/2026 12:00:00 AM,RTO_COMBINED,102055
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 4:00:00 AM,7/13/2026 12:00:00 AM,7/13/2026 5:00:00 AM,7/13/2026 1:00:00 AM,RTO_COMBINED,93927
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 5:00:00 AM,7/13/2026 1:00:00 AM,7/13/2026 6:00:00 AM,7/13/2026 2:00:00 AM,RTO_COMBINED,89226
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 6:00:00 AM,7/13/2026 2:00:00 AM,7/13/2026 7:00:00 AM,7/13/2026 3:00:00 AM,RTO_COMBINED,86032
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 7:00:00 AM,7/13/2026 3:00:00 AM,7/13/2026 8:00:00 AM,7/13/2026 4:00:00 AM,RTO_COMBINED,84103
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 8:00:00 AM,7/13/2026 4:00:00 AM,7/13/2026 9:00:00 AM,7/13/2026 5:00:00 AM,RTO_COMBINED,84042
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 9:00:00 AM,7/13/2026 5:00:00 AM,7/13/2026 10:00:00 AM,7/13/2026 6:00:00 AM,RTO_COMBINED,86493
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 10:00:00 AM,7/13/2026 6:00:00 AM,7/13/2026 11:00:00 AM,7/13/2026 7:00:00 AM,RTO_COMBINED,90594
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 11:00:00 AM,7/13/2026 7:00:00 AM,7/13/2026 12:00:00 PM,7/13/2026 8:00:00 AM,RTO_COMBINED,95520
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 12:00:00 PM,7/13/2026 8:00:00 AM,7/13/2026 1:00:00 PM,7/13/2026 9:00:00 AM,RTO_COMBINED,100377
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 1:00:00 PM,7/13/2026 9:00:00 AM,7/13/2026 2:00:00 PM,7/13/2026 10:00:00 AM,RTO_COMBINED,105132
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 2:00:00 PM,7/13/2026 10:00:00 AM,7/13/2026 3:00:00 PM,7/13/2026 11:00:00 AM,RTO_COMBINED,110518
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 3:00:00 PM,7/13/2026 11:00:00 AM,7/13/2026 4:00:00 PM,7/13/2026 12:00:00 PM,RTO_COMBINED,116080
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 4:00:00 PM,7/13/2026 12:00:00 PM,7/13/2026 5:00:00 PM,7/13/2026 1:00:00 PM,RTO_COMBINED,121416
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 5:00:00 PM,7/13/2026 1:00:00 PM,7/13/2026 6:00:00 PM,7/13/2026 2:00:00 PM,RTO_COMBINED,126468
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 6:00:00 PM,7/13/2026 2:00:00 PM,7/13/2026 7:00:00 PM,7/13/2026 3:00:00 PM,RTO_COMBINED,130368
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 7:00:00 PM,7/13/2026 3:00:00 PM,7/13/2026 8:00:00 PM,7/13/2026 4:00:00 PM,RTO_COMBINED,133593
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 8:00:00 PM,7/13/2026 4:00:00 PM,7/13/2026 9:00:00 PM,7/13/2026 5:00:00 PM,RTO_COMBINED,136157
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 9:00:00 PM,7/13/2026 5:00:00 PM,7/13/2026 10:00:00 PM,7/13/2026 6:00:00 PM,RTO_COMBINED,137341
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 10:00:00 PM,7/13/2026 6:00:00 PM,7/13/2026 11:00:00 PM,7/13/2026 7:00:00 PM,RTO_COMBINED,135862
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/13/2026 11:00:00 PM,7/13/2026 7:00:00 PM,7/14/2026 12:00:00 AM,7/13/2026 8:00:00 PM,RTO_COMBINED,132414
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/14/2026 12:00:00 AM,7/13/2026 8:00:00 PM,7/14/2026 1:00:00 AM,7/13/2026 9:00:00 PM,RTO_COMBINED,127738
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/14/2026 1:00:00 AM,7/13/2026 9:00:00 PM,7/14/2026 2:00:00 AM,7/13/2026 10:00:00 PM,RTO_COMBINED,122602
7/9/2026 12:47:14 PM,7/9/2026 8:47:14 AM,7/14/2026 2:00:00 AM,7/13/2026 10:00:00 PM,7/14/2026 3:00:00 AM,7/13/2026 11:00:00 PM,RTO_COMBINED,114869
